,sell_price,rent_price,net_area,gross_area,effi_ratio,layout,orit,view,desc,upd_dt,addr,blk_num,school,ttl_flt,occu_permit_dt,facilities,prop_val,ln_amt,int_rt,rpy_prd,inc_reqr
0,Price(HK$)14.8M,,956,"1,330",72%,4room(s),Northeast,,,11/04/2019, 33 WO YI HOP ROAD,2, Nearby Kindergarten KWAI TSING; Primary 64; Secondary KWAI TSING,924Units,"10July,2007",,"$14,800,000","50%or$7,400,000",P*-3.0or2.375%,30Years(360Phase),"$69,063/Month"
0,Price(HK$)6.7M,,448,542,83%,2room(s),,,,13/05/2019, 1-23 NAM NING STREET,20, Nearby Kindergarten SOUTH; Primary 18; Secondary SOUTH,"2,788Units","07January,1982(BlockE-G),01December,1981(BlockH-J),29June,1981(BlockS-U),01May,1981(BlockP-R),15December,1979(BlockA-D,K-N)",,"$6,700,000","60%or$4,020,000",P*-3.0or2.375%,30Years(360Phase),"$37,518/Month"
0,Price(HK$)33.36M,,"2,074","3,456",60%,5room(s),Southwest,"Bright&OpenView,SeaView","RoofTop,2CoveredCarpark,Garage",15/05/2019, 23 SAM MUN TSAI ROAD,Phase1, Nearby Kindergarten TAI PO; Primary 84; Secondary TAI PO,535units,"30July,2002",,"$33,360,000","50%or$16,680,000",P*-3.0or2.375%,30Years(360Phase),"$155,672/Month"
0,Price(HK$)8.68M,"Rent(HK$)18,000",661,,,,Southwest,"Bright&OpenView,OverlookingShingMunRiver",,20/05/2019, 83 TUEN MUN HEUNG SZE WUI ROAD,"3Towers,Tower6,7,8", Nearby Kindergarten TUEN MUN; Primary 71; Secondary TUEN MUN,911Units,"30April,2014",,"$8,680,000","57%or$5,000,000",P*-3.0or2.375%,30Years(360Phase),"$46,664/Month"
0,Price(HK$)7.8M,,744,888,84%,3room(s),,,,08/05/2019, 100 FUNG CHEUNG ROAD,, Nearby Kindergarten YUEN LONG; Primary 74; Secondary YUEN LONG,"1,100Units","05December,1997",,"$7,800,000","60%or$4,680,000",P*-3.0or2.375%,30Years(360Phase),"$43,678/Month"
0,Price(HK$)6.5M,,460,,,1room(s),,,269FeetRoofTop,15/05/2019, 68 KUNG UM ROAD,"9Towers(Tower1toTower10),Tower4isomitted", Nearby Kindergarten YUEN LONG; Primary 73; Secondary YUEN LONG,"1,620Units","30June,2014",,"$6,500,000","60%or$3,900,000",P*-3.0or2.375%,30Years(360Phase),"$36,398/Month"
0,Price(HK$)12.3M,,802,,,,Southwest,,,20/05/2019, 1 LOHAS PARK ROAD,"4Blocks,,Tower1Diamond,Tower2Emerald,Tower3Amber,Tower5Topaz", Nearby Kindergarten SAIKUNG; Primary 95; Secondary SAIKUNG,"1,648units","23December,2014",,"$12,300,000","50%or$6,150,000",P*-3.0or2.375%,30Years(360Phase),"$57,397/Month"
0,Price(HK$)11.5M,,638,843,76%,3room(s),Southwest,SeaView,,18/05/2019, 9 TONG TAK STREET,, Nearby Kindergarten SAIKUNG; Primary 95; Secondary SAIKUNG,390Units,"17February,2005",,"$11,500,000","50%or$5,750,000",P*-3.0or2.375%,30Years(360Phase),"$53,664/Month"
0,Price(HK$)8M,,414,549,75%,2room(s),South,,,18/05/2019, 8 CHUI YAN STREET,, Nearby Kindergarten SHATIN; Primary 91; Secondary SHATIN,"1,024Units","29September,2001",,"$8,000,000","60%or$4,800,000",P*-3.0or2.375%,30Years(360Phase),"$44,798/Month"
0,Price(HK$)24M,,"1,206","1,600",75%,3room(s),East,Bright&OpenView,,10/04/2019,,1,,44,29/11/1962,,"$24,000,000","50%or$12,000,000",P*-3.0or2.375%,30Years(360Phase),"$111,994/Month"
0,Price(HK$) 3.6M(Premium Not Paid),,485,630,77%,,,,,20/05/2019, 1 HANG KAM STREET,7Blocks, Nearby Kindergarten SHATIN; Primary 89; Secondary SHATIN,"5,910Units","February,1987(Blook1HengKongHouse,Block2HengShanHouse),March,1987(Block3HengFungHouse),May,1987(Block4HengHoiHouse),June,1987(Block8HengYatHouse),July,1987(Block9HengYuetHouse),August,1987(Block10HengSingHouse)",,"$3,600,000","60%or$2,160,000",P*-3.0or2.375%,30Years(360Phase),"$20,159/Month"
0,Price(HK$)3.5M,,243,,,,,,,16/05/2019, 65-89 TAN KWAI TSUEN ROAD,"36Blocks(CasaRegalia),1Block(DOMUS)", Nearby Kindergarten YUEN LONG; Primary 72; Secondary YUEN LONG,170Units,"10November,2015(DOMUS)",,"$3,500,000","60%or$2,100,000",P*-3.0or2.375%,30Years(360Phase),"$19,599/Month"
0,Price(HK$)6.3M,,393,527,75%,,,,,08/05/2019, 8 YUEN LUNG STREET,"8Blocks,(Phase1", Nearby Kindergarten YUEN LONG; Primary 74; Secondary YUEN LONG,"2,200Units","08April,2004",,"$6,300,000","60%or$3,780,000",P*-3.0or2.375%,30Years(360Phase),"$35,278/Month"
0,Price(HK$)9.69M,,927,"1,228",75%,,,,,14/05/2019, 1 KIN TUNG ROAD,, Nearby Kindergarten ISLAND; Primary 98; Secondary ISLAND,824Units,"25September,2006",,"$9,700,000","51%or$5,000,000",P*-3.0or2.375%,30Years(360Phase),"$46,664/Month"
0,Price(HK$)5.5M(Premium Paid),,379,474,80%,2room(s),,,,19/05/2019, 200 TAI TAM ROAD,4Blocks, Nearby Kindergarten EAST; Primary 16; Secondary EAST,896Units,"25September,1981(BlockA),24July,1981(BlockB),11May,1981(BlockC),04March,1981(BlockD)",,"$5,500,000","60%or$3,300,000",P*-3.0or2.375%,30Years(360Phase),"$30,798/Month"
0,Price(HK$)55M,,"2,231","3,200",70%,,,,,15/05/2019, HONG LOK YUEN (26TH STREET),, Nearby Kindergarten TAI PO; Primary 84; Secondary TAI PO,,,,"$55,000,000","50%or$27,500,000",P*-3.0or2.375%,30Years(360Phase),"$256,654/Month"
0,Price(HK$)20M,,"1,606","2,698",60%,5room(s),,MountainView,,17/05/2019, 23 SAM MUN TSAI ROAD,Phase1, Nearby Kindergarten TAI PO; Primary 84; Secondary TAI PO,535units,"30July,2002",,"$20,000,000","50%or$10,000,000",P*-3.0or2.375%,30Years(360Phase),"$93,329/Month"
0,Price(HK$)15.2M,,847,989,86%,3room(s),,MountainView,,19/05/2019, 10 HONG PAK PATH,5, Nearby Kindergarten EAST; Primary 14; Secondary EAST,983Units,"13October,1989","SwimmingPool,PodiumGarden,ChildrenPlayground","$15,200,000","50%or$7,600,000",P*-3.0or2.375%,30Years(360Phase),"$70,930/Month"
0,Price(HK$)30M,"Rent(HK$)50,000","1,555","2,476",63%,,,,557FeetGarden,14/05/2019, 23 NGAU TAM MEI ROAD,28Houses, Nearby Kindergarten YUEN LONG; Primary 74; Secondary YUEN LONG,28Units,"29May,2009",,"$30,000,000","50%or$15,000,000",P*-3.0or2.375%,30Years(360Phase),"$139,993/Month"
0,Price(HK$)14.2M,,590,590,100%,2room(s),Northwest,MountainView,,18/05/2019, 8 WAI YIN PATH,2Block, Nearby Kindergarten KOWLOON CITY; Primary 35; Secondary KOWLOON CITY,173Units,"07June,2016",,"$14,200,000","50%or$7,100,000",P*-3.0or2.375%,30Years(360Phase),"$66,263/Month"
0,Price(HK$) 7.4M(Premium Not Paid),,601,814,74%,3room(s),,,,15/05/2019, 3 SHEUNG LOK STREET,1Block, Nearby Kindergarten KOWLOON CITY; Primary 34; Secondary KOWLOON CITY,796Units,"10May,2000","BasketballCourt,ChildrenPlayground","$7,400,000","60%or$4,440,000",P*-3.0or2.375%,30Years(360Phase),"$41,438/Month"
0,Price(HK$)5.95M,,428,577,74%,2room(s),Southeast,,,20/05/2019, 18 TUEN KWAI ROAD,4, Nearby Kindergarten TUEN MUN; Primary 71; Secondary TUEN MUN,684Units,"28June,2004",,"$5,950,000","60%or$3,570,000",P*-3.0or2.375%,30Years(360Phase),"$33,318/Month"
0,Price(HK$)7.8M,,748,"1,013",74%,,,,,18/05/2019, 1 KIN TUNG ROAD,, Nearby Kindergarten ISLAND; Primary 98; Secondary ISLAND,"1,664Units","05July,2005",,"$7,800,000","60%or$4,680,000",P*-3.0or2.375%,30Years(360Phase),"$43,678/Month"
0,Price(HK$)12.38M,"Rent(HK$)26,000",827,,,4room(s),Southwest,,,20/05/2019, 1 LOHAS PARK ROAD,"4Blocks,,Tower1Diamond,Tower2Emerald,Tower3Amber,Tower5Topaz", Nearby Kindergarten SAIKUNG; Primary 95; Secondary SAIKUNG,"1,648units","23December,2014",,"$12,380,000","50%or$6,190,000",P*-3.0or2.375%,30Years(360Phase),"$57,770/Month"
0,Price(HK$)11M,,854,"1,124",76%,3room(s),North,SeaViewOverlookingAirport,,09/05/2019, 8 TUNG CHUNG WATERFRONT ROAD,, Nearby Kindergarten ISLAND; Primary 98; Secondary ISLAND,"1,536Units","17June,2002(Block5),25March,2002(Block1-3)",,"$11,000,000","50%or$5,500,000",P*-3.0or2.375%,30Years(360Phase),"$51,331/Month"
0,Price(HK$)6.2M,,519,649,80%,,Northeast,"Bright&OpenView,MountainView",,17/05/2019, 3 KING FUNG PATH,3Blocks, Nearby Kindergarten TUEN MUN; Primary 71; Secondary TUEN MUN,624Units,"2June,1987",,"$6,200,000","60%or$3,720,000",P*-3.0or2.375%,30Years(360Phase),"$34,718/Month"
0,Price(HK$)55M,,"3,167","5,062",63%,,,,CoveredCarpark,27/04/2019, 23 SAM MUN TSAI ROAD,163Houses, Nearby Kindergarten TAI PO; Primary 84; Secondary TAI PO,163units,"22October,2008",,"$55,000,000","50%or$27,500,000",P*-3.0or2.375%,30Years(360Phase),"$256,654/Month"
0,Price(HK$)8M,,792,"1,136",70%,3room(s),,,,19/05/2019, 100 CASTLE PEAK ROAD TSING LUNG TAU,"16Blocks,(Block13to20)", Nearby Kindergarten TSUEN WAN; Primary 62; Secondary TSUEN WAN,"1,182Units","26June,2008(Phase3(Block27,28)PerfettoPosto,PerfettoSenso)",,"$8,000,000","60%or$4,800,000",P*-3.0or2.375%,30Years(360Phase),"$44,798/Month"
0,Price(HK$) 5.2M(Premium Not Paid),,646,861,75%,3room(s),Northeast,"Bright&OpenView,GardenView",,08/05/2019, 33 TAT TUNG ROAD,5Blocks, Nearby Kindergarten ISLAND; Primary 98; Secondary ISLAND,"2,640Units","10July,1997",,"$5,200,000","60%or$3,120,000",P*-3.0or2.375%,30Years(360Phase),"$29,119/Month"
0,Price(HK$)18.8M,,"1,113","1,480",75%,3room(s),West,PanoramicSeaView,,17/05/2019, 8 HANG MING STREET,6, Nearby Kindergarten SHATIN; Primary 89; Secondary SHATIN,618Units,"02June,2000",,"$18,800,000","50%or$9,400,000",P*-3.0or2.375%,30Years(360Phase),"$87,729/Month"
0,Price(HK$)9.37M,,375,,,,,,,19/05/2019, 8 MUK NING STREET,"2Towers,7Blocks", Nearby Kindergarten KOWLOON CITY; Primary 34; Secondary KOWLOON CITY,624Units,"19July,2017",,"$9,375,000","53%or$5,000,000",P*-3.0or2.375%,30Years(360Phase),"$46,664/Month"
0,Price(HK$)16.5M,,"1,283",,,4room(s),,,CoveredCarpark,20/03/2019, 18 HUNG SHUN ROAD,"11Muti-unitBuilding(Tower1toTower12,Tower4isomitted,29Houses(HouseNumbersA1-A3,B1-B3,B5-B12,B15-B20,C1-C3,D1-D3&,D5-D7)", Nearby Kindergarten YUEN LONG; Primary 72; Secondary YUEN LONG,236Units,"31December,2013",,"$16,500,000","50%or$8,250,000",P*-3.0or2.375%,30Years(360Phase),"$76,996/Month"
0,Price(HK$)120M,,"2,716","3,160",86%,6room(s),Southwest,SeaView,"1313FeetRoofTop,2CoveredCarpark",26/03/2019, 555 VICTORIA ROAD,33, Nearby Kindergarten SOUTH; Primary 18; Secondary SOUTH,"1,513Units","24December,1979(Block16-18),04September,1979(Block19-24),19March,1979(Block25-27),10August,1977(Block45-48),28August,1975(Block41-44),24January,1975(Block28-40)","ChildrenPlayground,SwimmingPool,TennisCourt,PrivateGarden,Supermarket,Restaurant","$120,000,000","50%or$60,000,000",P*-3.0or2.375%,30Years(360Phase),"$559,971/Month"
0,Price(HK$)38M,,,,,5room(s),East,SeaView,Garden,19/05/2019,,162,,185,,,"$38,000,000","50%or$19,000,000",P*-3.0or2.375%,30Years(360Phase),"$177,324/Month"
0,Price(HK$)8.1M,,670,,,2room(s),,,,20/05/2019," 1 YING HONG STREET, 1-5 YING TUNG STREET","9Towers,6Houses,3DuplexBlock", Nearby Kindergarten ISLAND; Primary 98; Secondary ISLAND,"1,419Units","15September,2015",,"$8,100,000","60%or$4,860,000",P*-3.0or2.375%,30Years(360Phase),"$45,358/Month"
0,Price(HK$)8M,,319,412,77%,1room(s),West,BuildingView,,08/05/2019," 26 KIMBERLEY ROAD, 55 CARNARVON ROAD",1, Nearby Kindergarten YAU TSIM MONG; Primary 31; Secondary YAU TSIM MONG,168Units,"28October,2004",,"$8,000,000","60%or$4,800,000",P*-3.0or2.375%,30Years(360Phase),"$44,798/Month"
0,Price(HK$)7.7M,,436,606,72%,2room(s),Southwest,,,19/05/2019, 1 NGAN O ROAD,, Nearby Kindergarten SAIKUNG; Primary 95; Secondary SAIKUNG,"2,184Units","19May,1999",,"$7,700,000","60%or$4,620,000",P*-3.0or2.375%,30Years(360Phase),"$43,118/Month"
0,Price(HK$)6M,,629,825,76%,3room(s),,,,08/05/2019, 9 TIN LUNG ROAD,8Blocks, Nearby Kindergarten YUEN LONG; Primary 72; Secondary YUEN LONG,"2,264Units",,,"$6,000,000","60%or$3,600,000",P*-3.0or2.375%,30Years(360Phase),"$33,598/Month"
0,Price(HK$)7.35M,,332,423,78%,1room(s),Southeast,Bright&OpenView,,13/05/2019, 88 BEECH STREET,2(Towers1&2), Nearby Kindergarten YAU TSIM MONG; Primary 32; Secondary YAU TSIM MONG,462Units,"20September,2012","Recreationalareas/facilitiesincludecoveredlandscapedarea/childrenplayarea,skygardenandClubhouse(Jacuzzi,outdoorswimmingpool,changingrooms,gymnasium,lounge,gamesroomandfunctionroom)","$7,350,000","60%or$4,410,000",P*-3.0or2.375%,30Years(360Phase),"$41,158/Month"
0,Price(HK$)8.68M,,475,757,63%,3room(s),Southwest,OverlookingShingMunRiver,,17/05/2019, 3-9 SHA TIN CENTRE STREET,4, Nearby Kindergarten SHATIN; Primary 91; Secondary SHATIN,928Units,"03September,1985",PodiumGarden,"$8,680,000","57%or$5,000,000",P*-3.0or2.375%,30Years(360Phase),"$46,664/Month"
0,Price(HK$)7.7M,,526,695,76%,2room(s),Southwest,,,20/05/2019, 8 PUNG LOI ROAD,, Nearby Kindergarten SAIKUNG; Primary 95; Secondary SAIKUNG,"1,959Units","03December,2001(Block5-8),08May,2001(Block1-3)",,"$7,700,000","60%or$4,620,000",P*-3.0or2.375%,30Years(360Phase),"$43,118/Month"
0,Price(HK$)6.4M,,466,576,81%,2room(s),Northeast,Bright&OpenView,,20/05/2019, 8 LONG YAT ROAD,5, Nearby Kindergarten YUEN LONG; Primary 74; Secondary YUEN LONG,"1,072Units","28October,1993","PodiumGarden,PrivateSwimmingPool,WaterSlides,ChildrenSwimmingPool,Lounge,TennisCourt,ChildrenPlayground","$6,400,000","60%or$3,840,000",P*-3.0or2.375%,30Years(360Phase),"$35,838/Month"
0,Price(HK$)33.2M,"Rent(HK$)67,500","1,912","2,790",69%,4room(s),South,SeaView,"Terrace,Garage",16/05/2019, 1 HUNG LAM DRIVE,, Nearby Kindergarten TAI PO; Primary 84; Secondary TAI PO,286Units,"25January,2002",,"$33,200,000","50%or$16,600,000",P*-3.0or2.375%,30Years(360Phase),"$154,925/Month"
0,Price(HK$)9.5M,,644,884,73%,3room(s),,,,19/05/2019, 1 NGAN O ROAD,, Nearby Kindergarten SAIKUNG; Primary 95; Secondary SAIKUNG,"2,184Units","19May,1999",,"$9,500,000","52%or$5,000,000",P*-3.0or2.375%,30Years(360Phase),"$46,664/Month"
0,Price(HK$)4.5M(Premium Paid),,499,655,76%,,,,,27/02/2019, 2 KING SAN PATH,4Blocks, Nearby Kindergarten TUEN MUN; Primary 71; Secondary TUEN MUN,"1,152Units","2August,2002","PodiumGarden,OutdoorBBQArea,OutdoorChildrenPlayground,Clubhouse.FacilitiesofClubhouseincludeGymnasium,ActivityRoom,ChildrenZoneetc.","$4,500,000","60%or$2,700,000",P*-3.0or2.375%,30Years(360Phase),"$25,199/Month"
0,Price(HK$)12M,,758,"1,024",74%,3room(s),Southeast,,,19/05/2019, 1 TONG TAK STREET,"8Towers,(PhaseI", Nearby Kindergarten SAIKUNG; Primary 95; Secondary SAIKUNG,"2,880Units","23December,2003(Block5-8),23May,2003(Block1-3,3A)",PhaseI,"$12,000,000","50%or$6,000,000",P*-3.0or2.375%,30Years(360Phase),"$55,997/Month"
0,Price(HK$)24M,,"1,395","1,745",80%,,,,,16/02/2019, SIENA TWO,, Nearby Kindergarten ISLAND; Primary 99; Secondary ISLAND,757Units,"30July,2002",ClubHouse,"$24,000,000","50%or$12,000,000",P*-3.0or2.375%,30Years(360Phase),"$111,994/Month"
0,Price(HK$)7.88M,,547,730,75%,2room(s),Southeast,SeaView,577FeetRoofTop,14/05/2019, 9 WAH KING HILL ROAD,"22Blocks(Blocks1A,1-21)", Nearby Kindergarten KWAI TSING; Primary 65; Secondary KWAI TSING,"1,502Units","11July,1989(Block21),07August,1987(Block18-20),26November,1986(Block15-17),28August,1986(Block13,14),09July,1986(Block11,12),29May,1986(Block1,1A,2-5),02January,1986(Block9,10),13May,1985(Block6,7),18October,1984(Block8)","OutdoorPlayground,ChildrenRecreationFacilities,SaunaRoom,SquashCourt,Gymnasium,TennisCourt,OutdoorSwimmingPool,ClubHouseRestaurant,TableTennisRoom,ChildrenPlayRoom,ReadingArea,MeetingRoom","$7,880,000","60%or$4,728,000",P*-3.0or2.375%,30Years(360Phase),"$44,126/Month"
0,Price(HK$)5.5M,,,,,,,"Bright&OpenView,MountainView,GardenView",,20/05/2019, 100 Wai Tsai,19,,57,,,"$5,500,000","60%or$3,300,000",P*-3.0or2.375%,30Years(360Phase),"$30,798/Month"
0,Price(HK$)3.78M,,280,331,85%,2room(s),,,,18/05/2019," 211-223 CASTLE PEAK ROAD YUEN LONG, 2-10 KIK YEUNG ROAD",1Block, Nearby Kindergarten YUEN LONG; Primary 73; Secondary YUEN LONG,286Units,"9January,1980",,"$3,780,000","60%or$2,268,000",P*-3.0or2.375%,30Years(360Phase),"$21,167/Month"
0,Price(HK$) 3.98M(Premium Not Paid),,433,596,73%,,,,,20/05/2019, 638 SAI SHA ROAD,9Blocks, Nearby Kindergarten SHATIN; Primary 89; Secondary SHATIN,"5,540Units","25November,1996(BlockA-C),28March,2002(BlockD,H,J),8April,1997(BlockF-G)",,"$3,980,000","60%or$2,388,000",P*-3.0or2.375%,30Years(360Phase),"$22,287/Month"
0,Price(HK$)12.8M,,953,"1,208",79%,,,,,04/05/2019, 33 CASTLE PEAK ROAD CASTLE PEAK BAY,3Blocks, Nearby Kindergarten TUEN MUN; Primary 71; Secondary TUEN MUN,82Units,"5November,1990",,"$12,800,000","50%or$6,400,000",P*-3.0or2.375%,30Years(360Phase),"$59,730/Month"
0,Price(HK$)13.28M,,957,"1,245",77%,4room(s),,,,20/05/2019, 1 MA SHING PATH,"3Towers(Tower1,2,3)", Nearby Kindergarten TAI PO; Primary 84; Secondary TAI PO,79Units,"28January,2010",,"$13,280,000","50%or$6,640,000",P*-3.0or2.375%,30Years(360Phase),"$61,970/Month"
0,Price(HK$)6M,,318,487,65%,2room(s),Southeast,MountainView,,18/05/2019, 421-425 LOCKHART ROAD,1Block, Nearby Kindergarten EAST; Primary 12; Secondary EAST,38Units,"14August,1985",,"$6,000,000","60%or$3,600,000",P*-3.0or2.375%,30Years(360Phase),"$33,598/Month"
0,Price(HK$)5.8M,,337,451,75%,2room(s),,,,09/05/2019, 18 ON LUK STREET,16, Nearby Kindergarten SHATIN; Primary 89; Secondary SHATIN,"4,760Units","10October,1996(TheToloPlace(Block1-4)),15December,1994(BlockE-H,J-M),21January,1994(BlockN,P,Q,R),19February,1993(BlockC,D),10February,1993(BlockA,B)",,"$5,800,000","60%or$3,480,000",P*-3.0or2.375%,30Years(360Phase),"$32,478/Month"
0,Price(HK$)13.6M,,616,769,80%,2room(s),Southwest,Bright&OpenView,,09/05/2019, 5-7 TAI HANG ROAD,2, Nearby Kindergarten WAN CHAI; Primary 12; Secondary WAN CHAI,704Units,"06May,1993","TableTennisRoom,BadmintonCourt,ResidentialClubHouse,ChildrenPlayground,Garden,SnookerRoom,SaunaRoom","$13,600,000","50%or$6,800,000",P*-3.0or2.375%,30Years(360Phase),"$63,463/Month"
0,Price(HK$) 4.9M(Premium Not Paid),,606,830,73%,,Northwest,GardenView,,18/05/2019, 1 TIN SHING ROAD,3Blocks, Nearby Kindergarten YUEN LONG; Primary 72; Secondary YUEN LONG,"1,824Units","18November,1992",,"$4,900,000","60%or$2,940,000",P*-3.0or2.375%,30Years(360Phase),"$27,439/Month"
0,Price(HK$)14.88M,,640,,,,,,1CoveredCarpark,11/05/2019, 6 YING HONG STREET,"Therearetotally3Towersand3ResidentialBlocks,(Tower4isomitted)inPhase1.", Nearby Kindergarten ISLAND; Primary 98; Secondary ISLAND,"1,407Units","5May,2016",,"$14,880,000","50%or$7,440,000",P*-3.0or2.375%,30Years(360Phase),"$69,436/Month"
0,Price(HK$)24.8M,,,,,5room(s),,SeaView,,12/05/2019, 33 Wong Chuk Shan San Tsuen,39,,47,,,"$24,800,000","50%or$12,400,000",P*-3.0or2.375%,30Years(360Phase),"$115,727/Month"
0,Price(HK$)26M,,983,"1,315",75%,2room(s),Southwest,"Bright&OpenView,SeaView",,09/05/2019, 1 HARBOUR ROAD,, Nearby Kindergarten WAN CHAI; Primary 12; Secondary WAN CHAI,609Units,"07March,1990",,"$26,000,000","50%or$13,000,000",P*-3.0or2.375%,30Years(360Phase),"$121,327/Month"
0,Price(HK$)10.5M,,393,537,73%,1room(s),,,,12/05/2019, 1 WAN CHAI ROAD,1Block, Nearby Kindergarten WAN CHAI; Primary 12; Secondary WAN CHAI,237Units,"10September,2012",,"$10,500,000","50%or$5,250,000",P*-3.0or2.375%,30Years(360Phase),"$48,998/Month"
0,Price(HK$)7.7M,,588,769,76%,2room(s),,,,20/05/2019, 1 HING TUNG STREET,8Blocks(Block1-9;Block4isomitted), Nearby Kindergarten ISLAND; Primary 98; Secondary ISLAND,"2,158Units","10August,1999(Block5-9),09December,1998(Block1-3)",,"$7,700,000","60%or$4,620,000",P*-3.0or2.375%,30Years(360Phase),"$43,118/Month"
0,Price(HK$)8.19M,,642,,,,,,,17/05/2019, 7 YING HONG STREET,Therearetotally2TowersinPhase2., Nearby Kindergarten ISLAND; Primary 98; Secondary ISLAND,932Units,"05May,2016",,"$8,200,000","60%or$4,920,000",P*-3.0or2.375%,30Years(360Phase),"$45,918/Month"
0,Price(HK$) 4.5M(Premium Not Paid),,592,691,86%,,,,Balcony,25/04/2019, 6 KAM YING ROAD,12Blocks, Nearby Kindergarten SHATIN; Primary 89; Secondary SHATIN,"4,200Units","2July,1993","Carpark,ShoppingMall","$4,500,000","60%or$2,700,000",P*-3.0or2.375%,30Years(360Phase),"$25,199/Month"
0,Price(HK$)11M,,840,"1,138",74%,3room(s),,GardenView,Garage,14/05/2019, DD104 LOT 4665,"5,024", Nearby Kindergarten YUEN LONG; Primary 74; Secondary YUEN LONG,"5,024Units",1979-1989,"ClubHouse,includeSwimmingPool,TennisCourt,SaunaRoom,Gymnasium,Restaurant,ChildrenPlayRoom,OutdoorBadmintonCourt,etc.","$11,000,000","50%or$5,500,000",P*-3.0or2.375%,30Years(360Phase),"$51,331/Month"
0,Price(HK$)14M,"Rent(HK$)30,000",520,690,75%,2room(s),Southeast,SeaView,,18/05/2019, 11 HOI FAI ROAD,, Nearby Kindergarten YAU TSIM MONG; Primary 32; Secondary YAU TSIM MONG,"2,314Units","04May,2000(Block7-10),03February,2000(Block1-3,5,6)",,"$14,000,000","50%or$7,000,000",P*-3.0or2.375%,30Years(360Phase),"$65,330/Month"
0,Price(HK$)7.8M,,590,803,73%,2room(s),Southeast,GardenView,,18/05/2019, 1 HING TUNG STREET,8Blocks(Block1-9;Block4isomitted), Nearby Kindergarten ISLAND; Primary 98; Secondary ISLAND,"2,158Units","10August,1999(Block5-9),09December,1998(Block1-3)",,"$7,800,000","60%or$4,680,000",P*-3.0or2.375%,30Years(360Phase),"$43,678/Month"
0,Price(HK$)8.3M,,642,,,,,,,19/05/2019, 7 YING HONG STREET,Therearetotally2TowersinPhase2., Nearby Kindergarten ISLAND; Primary 98; Secondary ISLAND,932Units,"05May,2016",,"$8,300,000","60%or$4,980,000",P*-3.0or2.375%,30Years(360Phase),"$46,478/Month"
0,Price(HK$)32M,,990,"1,326",75%,3room(s),Southwest,"Bright&OpenView,MountainView",,03/05/2019, 1 BEACON HILL ROAD,"Towers1-19(Tower4,13,14areomitted)", Nearby Kindergarten KOWLOON CITY; Primary 41; Secondary KOWLOON CITY,604Units,"09February,2004","Swimmingpool,clubhouse,carparks","$32,000,000","50%or$16,000,000",P*-3.0or2.375%,30Years(360Phase),"$149,326/Month"
0,Price(HK$)8.5M,"Rent(HK$)22,000",497,642,77%,2room(s),,"Bright&OpenView,MountainView",Balcony,19/05/2019, 51 FUNG SHING STREET,5, Nearby Kindergarten WONG TAI SIN; Primary 45; Secondary WONG TAI SIN,723Units,"17September,2010",DoubleClubHouseLocatedat6/F,"$8,500,000","58%or$5,000,000",P*-3.0or2.375%,30Years(360Phase),"$46,664/Month"
0,Price(HK$)19M,,602,,,,,,,18/05/2019, 200 QUEEN'S ROAD EAST,Tower1, Nearby Kindergarten WAN CHAI; Primary 12; Secondary WAN CHAI,"1,096units","21April,2015",,"$19,000,000","50%or$9,500,000",P*-3.0or2.375%,30Years(360Phase),"$88,662/Month"
0,Price(HK$)5.48M,,363,570,64%,3room(s),,,,08/05/2019, 5-7 CHUI TIN STREET,6Blocks, Nearby Kindergarten SHATIN; Primary 88; Secondary SHATIN,"1,200Units","17December,1986",,"$5,480,000","60%or$3,288,000",P*-3.0or2.375%,30Years(360Phase),"$30,686/Month"
0,Price(HK$)19M,,"1,338","2,427",55%,4room(s),,Bright&OpenView,"Terrace,Garden,RoofTop,1CoveredCarpark",16/05/2019, 7 HANG LOK LANE,11Blocks, Nearby Kindergarten SHATIN; Primary 88; Secondary SHATIN,11Units,"4September,1989",,"$19,000,000","50%or$9,500,000",P*-3.0or2.375%,30Years(360Phase),"$88,662/Month"
0,Price(HK$)9.5M,,778,"1,023",76%,3room(s),West,,RoofTop,24/04/2019, 99 TAI TONG ROAD,2Blocks, Nearby Kindergarten YUEN LONG; Primary 74; Secondary YUEN LONG,208Units,,,"$9,500,000","52%or$5,000,000",P*-3.0or2.375%,30Years(360Phase),"$46,664/Month"
0,Price(HK$)31M,,"2,355","3,200",74%,4room(s),South,"Bright&OpenView,FountainView","23FeetTerrace,293FeetGarden,541FeetRoofTop,2CoveredCarpark,54FeetBalcony,Garage",17/05/2019, 1 KIN TUNG ROAD,, Nearby Kindergarten ISLAND; Primary 98; Secondary ISLAND,56Units,"31December,2008",,"$31,000,000","50%or$15,500,000",P*-3.0or2.375%,30Years(360Phase),"$144,659/Month"
0,Price(HK$)18.8M,,"1,488","1,905",78%,4room(s),,SeaView,,18/05/2019, 4233 TAI PO ROAD TAI PO KAU,2Blocks, Nearby Kindergarten TAI PO; Primary 84; Secondary TAI PO,24Units,"23April,1992",,"$18,800,000","50%or$9,400,000",P*-3.0or2.375%,30Years(360Phase),"$87,729/Month"
0,Price(HK$)4M,,365,500,73%,,,,,19/05/2019,,4,,35,04/06/1982,,"$4,000,000","60%or$2,400,000",P*-3.0or2.375%,30Years(360Phase),"$22,399/Month"
